Conditions,start_year,Conditions_total,start_year_total
Sciatica|Radiculopathy|Spinal Diseases|Musculoskeletal Diseases|Neuromuscular Diseases|Intervertebral Disk Displacement,2009,1,251
Scoliosis,2007,1,200
Scoliosis,2018,1,279
Scoliosis|Back Pain,2014,1,328
Scoliosis|Kyphosis|Kyphoscoliosis,2016,1,316
Scoliosis|Pain,2016,1,316
Scoliosis|Pectus Excavatum,2016,1,316
Screening Colonoscopy,2013,1,284
Seasonal Influenza|Cough|Sore Throat|Nasal Congestion|Myalgia|Headache|Fatigue,2009,1,251
Secondary Headache Disorder,2017,1,332
Sedation,2007,1,200
Sedation,2010,1,234
Sedation|Anxiety|Pain,2009,1,251
Sedation|Pain,2011,1,283
Sensitivity,2017,1,332
Severe Osteoarthritis of the Knee,2017,1,332
Severe Uncontrolled Neuropathic Pain Due to Radiculopathy or Radicular Injury|Spinal Cord Injuries|Phantom Limb Pain,2017,1,332
Sexual Pain Disorders,2018,1,279
Shingles|Herpes Zoster|Postherpetic Neuralgia,2015,1,318
Shoulder Arthropathy Associated With Other Conditions|Shoulder Arthritis|Shoulder Osteoarthritis|Shoulder Pain,2017,1,332
Shoulder Arthroscopy|Knee Arthroscopy,2015,1,318
Shoulder Arthroscopy|Pain,2016,1,316
Shoulder Dislocation,2010,1,234
Shoulder Impingement Syndrome,2008,2,226
Shoulder Impingement Syndrome,2010,1,234
Shoulder Impingement Syndrome,2016,1,316
Shoulder Impingement|Shoulder Pain|Rotator Cuff Tendinitis|Cervical Degenerative Joint Disease,2008,1,226
Shoulder Injury,2012,1,300
Shoulder Pain,2005,1,136
Shoulder Pain,2006,1,194
Shoulder Pain,2007,1,200
Shoulder Pain,2008,1,226
Shoulder Pain,2009,2,251
Shoulder Pain,2010,2,234
Shoulder Pain,2012,5,300
Shoulder Pain,2013,2,284
Shoulder Pain,2014,2,328
Shoulder Pain,2015,3,318
Shoulder Pain,2016,4,316
Shoulder Pain,2017,1,332
Shoulder Pain,2018,1,279
Shoulder Pain Chronic,2007,1,200
Shoulder Pain Chronic,2017,1,332
Shoulder Pain|Head and Neck Cancer,2015,1,318
Shoulder Pain|Injury of Shoulder Region|Disorder of Shoulder|Disorder of Rotator Cuff|Disorder of Tendon of Biceps,2012,1,300
Shoulder Pain|Neck Pain,2012,1,300
Shoulder Pain|Opioid Use,2018,1,279
Shoulder Pain|Osteoarthritis of Glenohumeral Joint|Rotator Cuff Tear Arthropathy,2011,1,283
Shoulder Pain|Pain,2016,1,316
Shoulder Pain|Rotator Cuff Tear,2014,1,328
Shoulder Pain|Rotator Cuff Tendinitis|Rotator Cuff Syndrome|Spinal Cord Injury,2011,1,283
Shoulder Pain|Shoulder Impingement Syndrome|Rotator Cuff Impingement Syndrome|Rotator Cuff Tendinitis|Rotator Cuff Syndrome of Shoulder and Allied Disorders|Spinal Cord Injuries,2017,1,332
Shoulder Pain|Spinal Cord Injury,2015,1,318
Shoulder Surgery|Interscalene Nerve Block,2010,1,234
SI Joint Pain,2014,1,328
Sickle Cell Anemia|Priapism,2006,1,194
Sickle Cell Anemia|Sickle Cell Disease|Sickle Cell Disorders|Pain Crisis|Vaso-occlusive Crisis,2015,1,318
Sickle Cell Anemia|Sickle ß0-Thalassemia,2010,1,234
Sickle Cell Disease,2005,3,136
Sickle Cell Disease,2006,2,194
Sickle Cell Disease,2008,3,226
Sickle Cell Disease,2009,3,251
Sickle Cell Disease,2010,2,234
Sickle Cell Disease,2011,1,283
Sickle Cell Disease,2012,3,300
Sickle Cell Disease,2013,2,284
Sickle Cell Disease,2014,3,328
Sickle Cell Disease,2015,4,318
Sickle Cell Disease,2016,1,316
Sickle Cell Disease,2017,3,332
Sickle Cell Disease,2018,2,279
"Sickle Cell Disease|Anemia|Anemia, Hemolytic|Anemia, Sickle Cell|Hematologic Diseases",2016,1,316
Sickle Cell Disease|Chronic Pain,2015,1,318
Sickle Cell Disease|Chronic Pain,2018,2,279
Sickle Cell Disease|Hb-SS Disease With Vasoocclusive Pain|Hemoglobin SS Disease With Vasoocclusive Crisis|Other Sickle Cell Disease With Vaso-Occlusive Pain|Hemoglobin SS Disease With Crisis,2013,1,284
Sickle Cell Disease|Pain,2008,2,226
Sickle Cell Disease|Pain,2010,1,234
Sickle Cell Disease|Pain,2011,1,283
Sickle Cell Disease|Sickle Cell Anemia,2012,1,300
Sickle Cell Disease|Sleep Disturbance|Pain,2017,1,332
Sickle Cell Disease|Solid Tumor|Leukemia|Neurofibromatosis,2012,1,300
Sickle Cell Disease|Stress|Pain,2016,2,316
Sickle Cell Disease|Vaso-occlusive Crisis,2005,1,136
Sickle Cell Disease|Vaso-occlusive Crisis,2007,1,200
Sickle Cell Disease|Vaso-occlusive Crisis,2011,1,283
Sickle Cell Disease|Vaso-occlusive Crisis,2018,1,279
Sickle Cell Disease|Vaso-occlusive Crisis|Pain Crisis,2010,1,234
Sickle Cell Disease|Vaso-occlusive Pain Episode,2016,1,316
Sickle Cell Disease|Virtual Reality|Anxiety|Depression|Cancer,2018,1,279
Single Level Lumbar Decompression and Fusion Spine Surgery,2015,1,318
Sinus; Inflammation,2018,1,279
Sinusitis,2009,1,251
Skin Laxity,2011,1,283
Skin to Skin Contact in Cesarean Deliveries,2015,1,318
Sleep,2008,1,226
Sleep Apnea Syndromes,2011,1,283
"Sleep Apnea, Obstructive",2008,1,226
Sleep Control Condition|Insomnia Symptoms Induction Condition,2015,1,318
Sleep Deprivation|Pain,2013,1,284
Sleep Disorders|Circadian Rhythm|Pain|Rehabilitation|Mood Lability,2009,1,251
Sleep Disorders|Fibromyalgia|Sleep,2010,1,234
Sleep Initiation and Maintenance Disorders,2006,1,194
Sleep Initiation and Maintenance Disorders|Anxiety|Post-Traumatic Stress Disorder|Hot Flashes|Headache|Traumatic Brain Injury|Post Concussion Symptoms,2011,1,283
Sleep Initiation and Maintenance Disorders|Osteoarthritis,2008,1,226
Sleep Initiation and Maintenance Disorders|Pain,2013,1,284
Sleep|Endometrial Neoplasms|Pain,2009,1,251
Sleep|Pain,2007,1,200
Sleep|Pain,2014,1,328
Sleep|Pain|Anxiety|Depression|Fatigue,2015,1,318
Small Fiber Neuropathy,2017,1,332
Small Intestinal Bacterial Overgrowth|Irritable Bowel Syndrome|Functional Dyspepsia|Functional Abdominal Pain,2013,1,284
Smoking Cessation,2009,1,251
Smoking|Pain|Smoking Cessation,2017,1,332
Soft Tissue Injuries|Gouty Arthritis|Fractures|Ureteral Colic|Dysmenorrhea,2012,1,300
Solid Tumors,2006,1,194
Solid Tumors|Pain,2007,1,200
Somatoform Disorders,2014,1,328
Sore Throat|Pain,2010,1,234
Sphincter of Oddi Dysfunction,2006,1,194
Sphincter of Oddi Dysfunction|Abdominal Pain,2005,1,136
Spinal Cord Diseases,2015,1,318
Spinal Cord Injuries,2017,3,332
Spinal Cord Injuries,2018,1,279
Spinal Cord Injuries|Neuropathic Pain,2016,2,316
Spinal Cord Injuries|Pain,2010,1,234
Spinal Cord Injuries|Spinal Cord Diseases,2012,1,300
Spinal Cord Injury,2009,1,251
Spinal Cord Injury,2010,2,234
Spinal Cord Injury,2012,1,300
Spinal Cord Injury,2017,1,332
Spinal Cord Injury|Chronic Pain,2014,1,328
Spinal Cord Injury|Chronic Pain|Neuropathic Pain,2011,1,283
"Spinal Cord Injury|Hyperalgesia, Secondary|Hyperalgesic Sensations",2007,1,200
Spinal Cord Injury|Neuropathic Pain,2012,1,300
Spinal Cord Injury|Pain,2006,1,194
Spinal Cord Injury|Pain,2009,1,251
Spinal Cord Injury|Shoulder Pain,2012,1,300
"Spinal Cord Stimulation|Pain, Back|Pain",2018,1,279
Spinal Disease|Spinal Radiculopathy|Myelopathy|Neurogenic Claudication,2009,1,251
"Spinal Fractures|Fractures, Compression|Back Injuries",2010,1,234
Spinal Fusion|Pain Management,2016,1,316
Spinal Metastases,2016,1,316
Spinal Stenosis,2016,1,316
Spinal Stenosis|Low Back Pain,2011,1,283
"Spinal; Nerve Root, Pain|Pelvic Pain|Regional Pain Syndrome|Chronic Pain Syndrome|Complex Regional Pain Syndromes",2017,1,332
"Spine Fusion|Surgery|Pain, Postoperative",2018,1,279
Spine Stability|Low Back Pain,2009,1,251
"Spondylitis, Ankylosing",2013,1,284
"Spondylitis, Ankylosing",2014,1,328
"Spondylitis, Ankylosing",2015,1,318
Spondylolysis|Spondylolisthesis|Low Back Pain,2015,1,318
Sprain|Strain,2006,1,194
Sprain|Strain|Acute Soft Tissue Injury,2008,1,226
Stable Angina,2007,1,200
Stable Angina,2010,1,234
Stable Angina,2011,1,283
Stable Angina,2012,1,300
Stable Angina,2015,1,318
Stable Angina|Metabolic Syndrome,2015,1,318
Stable Coronary Artery Disease CAD,2013,1,284
Stage III Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8|Stage IV Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8,2018,1,279
Statin-associated Myalgia,2006,1,194
Stem Cell Transplant,2013,1,284
Sternal Wound Infection|Sternal Non-union|Pain|Mediastinitis,2008,1,226
Strabismus,2013,1,284
"Stress Disorders, Post-traumatic",2016,1,316
"Stress Disorders, Post-Traumatic",2010,1,234
Stress Urinary Incontinence,2007,1,200
"Stress, Psychological",2016,1,316
"Stress, Psychological|Pain",2015,1,318
Stress|Fatigue|Anxiety,2008,1,226
Stress|Irritable Bowel Syndrome|Obesity|Abdominal Pain,2012,1,300
Stroke|Shoulder Pain,2010,1,234
Stroke|Shoulder Pain,2016,1,316
Stroke|Shoulder Pain,2017,1,332
Sub-acute and Chronic Back-related Leg Pain,2007,1,200
Sub-acute and Chronic Low Back Pain,2017,1,332
Sub-Acute and Chronic Low Back Pain,2007,1,200
Sub-acute Back Pain,2015,1,318
Subacromial Bursitis|Shoulder Pain,2014,1,328
Subacromial Impingement Syndrome,2014,1,328
Subacute Low Back Pain,2018,1,279
"Subarachnoid Hemorrhage, Aneurysmal|Headache|Subarachnoid Hemorrhage",2017,1,332
Subarachnoid Hemorrhage|Anxiety|Pain|Delirium|Sleep,2013,1,284
Substance Abuse,2009,1,251
Substance Abuse|Chronic Pain,2014,1,328
Suicide,2007,1,200
Suicide,2011,1,283
"Suicide, Attempted",2018,1,279
Superficial Femoral Artery Stenosis|Superficial Femoral Artery Occlusion|Claudication|Rest Pain,2009,1,251
Supracondylar Fractures,2011,1,283
Surgery,2006,1,194
Surgery,2012,1,300
Surgery,2018,1,279
Surgery|Anesthesia|Pain,2012,1,300
Surgery|Pain,2011,1,283
Surgery|Stress|Pain|Children|Post-Traumatic Stress Disorder,2013,1,284
Surgical Abortion,2013,1,284
Surgical Procedure,2012,1,300
Survivorship|Pain,2011,1,283
Symptomatic Uterine Fibroids and Adenomyosis,2014,1,328
Symptomatic Uterine Leiomyomas|Fibroids|Uterine Fibroids|Myomas,2010,1,234
Systemic Juvenile Idiopathic Arthritis (SJIA),2014,1,328
Systemic Lupus Erythematosus,2010,1,234
Systemic Lupus Erythematosus|Widespread Pain|Fibromyalgia,2011,1,283
TBI (Traumatic Brain Injury),2014,1,328
Temporomandibular Disorder,2017,1,332
Temporomandibular Disorders,2009,1,251
Temporomandibular Disorders,2010,1,234
Temporomandibular Disorders,2015,1,318
Temporomandibular Disorders|Pain|Headaches,2007,1,200
Temporomandibular Joint and Muscle Disorder,2008,1,226
Temporomandibular Joint Disorder,2013,1,284
Temporomandibular Joint Disorder,2014,1,328
Temporomandibular Joint Disorders,2005,1,136
Temporomandibular Joint Disorders,2009,1,251
Temporomandibular Joint Disorders,2011,1,283
"Temporomandibular Joint Disorders|Bruxism|Temporomandibular Joint Dysfunction Syndrome|Myofascial Pain Dysfunction Syndrome, Temporomandibular Joint",2015,1,318
Temporomandibular Joint Dysfunction,2007,1,200
Temporomandibular Joint Dysfunction Syndrome,2014,1,328
Temporomandibular Joint Dysfunction Syndrome,2016,1,316
Temporomandibular Joint Dysfunction Syndrome,2017,1,332
Temporomandibular Joint Dysfunction Syndrome|Burning Mouth Syndrome,2008,1,226
Temporomandibular Joint Dysfunction|Pain|Arthrocentesis,2012,1,300
Temporomandibular Joint|Conservative Treatment Therapy,2011,1,283
Temporomandibular Joint|Temporomandibular Joint Dysfunction Syndrome|Temporomandibular Joint Disorder,2009,1,251
Tendinopathy|Hip Pain,2013,1,284
Tendon Injuries|Musculoskeletal Pain,2014,1,328
"Tendonitis of the Shoulder, Elbow, or Knee",2007,1,200
Tendonitis|Bursitis,2006,1,194
Tendonitis|Bursitis,2007,1,200
Tennis Elbow,2015,1,318
Tension-type Headache,2010,1,234
Tension-type Headache,2012,1,300
Tension-Type Headache,2015,1,318
"Terminally Ill|Histologically-confirmed Advanced Cancer|Pain, Intractable",2014,1,328
Thalassemia,2009,2,251
Thermal Burns,2012,1,300
Thermal Hyperalgesia|Anxiety|Pain,2015,1,318
Thoracic Injury|Rib Fracture|Sternal Fracture,2010,1,234
THoracotomy,2006,1,194
Thoracotomy|Pain,2006,1,194
Thyroid Cancer|Thyroid Nodule|Thyroid Neoplasms|Thyroid Goitre|Thyroid Diseases|Parathyroid Diseases|Parathyroid Adenoma|Parathyroid Hyperplasia,2018,1,279
Tibia Fracture|Femur Fracture|Humerus Fracture,2005,1,136
Tibial Fractures|Leg Injuries,2005,1,136
Tibial Fractures|Pain|Analgesia|Aspiration,2017,1,332
Tibial Plateau Fracture,2013,1,284
Tonsillectomy,2011,1,283
Tonsillectomy,2016,1,316
Tonsillectomy,2018,1,279
Tonsillectomy Postoperative Adverse Events,2012,1,300
Tonsillectomy|Tonsillitis|Post-operative Pain,2015,1,318
Tonsillitis,2007,1,200
Tonsillitis,2013,1,284
Tonsillitis|Airway Obstruction|Difficulty Swallowing,2012,1,300
Tonsillitis|Pain,2011,1,283
Tonsillitis|Tonsillectomy,2018,1,279
Tooth Extraction Status Nos|Post Operative Pain|Patient Satisfaction|Narcotic Use|Mobile App,2018,1,279
Tooth Pain,2010,1,234
Toothache,2007,2,200
Toothache,2008,1,226
Toothache,2016,1,316
Toothache|Temporomandibular Joint Disorders,2016,1,316
Topical Heat Application for Intraoperative Abortion Pain Management,2015,1,318
Torn Meniscus,2008,1,226
Total Hip Arthroplasty,2009,1,251
Total Hip Arthroplasty|Postoperative Pain,2010,1,234
"Total Joint Arthroplasty|Pain, Postoperative",2017,1,332
Total Knee Arthroplasty,2007,1,200
Total Knee Arthroplasty,2013,1,284
Total Knee Arthroplasty,2014,1,328
Total Knee Arthroplasty,2017,1,332
Total Knee Arthroplasty (Postoperative Pain)|Total Hip Arthroplasty(Postoperative Pain),2014,1,328
Total Knee Arthroplasty|Ischemic Preconditioning|Postoperative Pain,2011,1,283
Total Knee Arthroplasty|Knee Pain,2009,1,251
Total Knee Arthroplasty|Osteoarthritis|Post Operative Pain Control,2015,1,318
"Total Knee Arthroplasty|Pain, Postoperative|Adductor Canal Block",2017,1,332
Total Knee Replacement,2015,1,318
Total Knee Replacement|Postoperative Pain,2018,1,279
Total Knee Replacement|Primary Knee Arthroplasty,2011,1,283
Total Knee Replacement|Total Knee Arthroplasty|Pain|Postoperative Pain|Orthopedic Disorder,2017,1,332
Total Knee Replacement|Total Knee Arthroplasty|Pain|Postoperative Pain|Orthopedic Disorders,2015,1,318
Tourniquet-induced Pain|Tourniquet-induced Hypertension,2012,1,300
"Tourniquets|Knee Arthroplasty, Total|Knee Replacement, Total",2016,1,316
Transformed Migraine|Chronic Daily Headache,2014,1,328
Transplantation Infection,2011,1,283
Trauma,2007,1,200
Trauma,2009,1,251
Trauma/Injury Problem,2014,1,328
Trauma|Pain,2009,1,251
Trauma|Pain,2012,1,300
Traumatic Amputation,2009,1,251
Traumatic Amputation of Lower Extremity|Phantom Limb Pain,2017,1,332
Traumatic Brain Injury (TBI),2018,1,279
Traumatic Brain Injury|Chronic Pain,2014,1,328
Traumatic Brain Injury|Post-concussive Headaches,2017,1,332
Traumatic Brain Injury|Posttraumatic Stress Disorders|Trauma|Combat Disorders|Pain,2010,1,234
Traumatic Brain Injury|Stroke|Headache|PTSD,2010,1,234
Traumatic Pneumothorax,2010,1,234
Traumatic Spinal Cord Injury|Neuropathic Pain,2009,1,251
Treatment of PHN,2017,1,332
Trigeminal Nerve Injuries|Post-herpetic Neuralgia|Facial Pain|Nervus Intermedius Neuralgia,2016,1,316
Trigeminal Neuralgia,2008,2,226
Trigeminal Neuralgia,2009,1,251
Trigeminal Neuralgia,2011,1,283
Trigeminal Neuralgia,2014,1,328
Trigeminal Neuralgia,2015,2,318
Trigeminal Neuralgia,2016,1,316
"Trigeminal Neuralgia (Burchiel Type I)|Trigeminal Neuralgia (Burchiel Type II)|Trigeminal Neuropathic Pain|Trigeminal Deafferentation Pain|Complex Regional Pain Syndrome (Types I and II, Involving the Upper Extremity)|Glossopharyngeal Neuralgia|Upper Extremity Pain Due to Deafferentation of the Cervical Spine|Central Pain Syndromes",2015,1,318
Trigeminal Neuralgia (TN)|Other Neuropathic Pain,2016,1,316
Trigeminal Neuropathic Pain,2011,1,283
Trigeminal Neuropathic Pain,2017,1,332
Trigger Finger,2018,1,279
Trigger Finger Disorder,2015,1,318
Trust|Chronic Low Back Pain|Physical Therapy,2018,1,279
"TSA|Bruise|Pain, Postoperative",2017,1,332
Tumor|Cancer|Pain|Malignant Solid Tumor|Unresectable Malignant Neoplasm|Hematologic Malignancy|Multiple Myeloma|Lymphoma|Neoplasm Metastasis,2013,1,284
Type 1 Diabetes|Peripheral Neuropathy,2016,1,316
Type 2 Diabetes|Healthy Individuals,2010,1,234
Typical Facial Pain|Atypical Facial Pain,2013,1,284
Ulcer Disease After Gastric Bypass|Marginal Ulcer|Perforated Marginal Ulcer|Acutely Perforated Marginal Ulcer,2009,1,251
"Ulcerative Colitis|Digestive System Diseases|Colitis, Ulcerative|Colitis|Gastrointestinal Diseases|Inflammatory Bowel Diseases|Intestinal Diseases|Colonic Diseases|Autoimmune Disease|Abdominal Pain",2015,1,318
Umbilical Hernia,2006,1,194
Umbilical Hernia|Obesity,2017,1,332
Uncomplicated Urinary Tract Infections,2012,1,300
Uncontrolled Postoperative Pain,2012,1,300
Undesired Intrauterine Pregnancy|First Trimester Pregnancy,2007,1,200
Undesired Pregnancy,2006,1,194
"Unequal Length of Limbs; Congenital|Lower Extremity Deformities, Congenital",2007,1,200
Unilateral Carpal Tunnel Syndrome,2008,1,226
Unilateral Cataract Extraction|Congenital Cataract,2014,1,328
Unilateral Headache|Musculoskeletal Neck Pain,2018,1,279
Unilateral Lumbosacral Radiculopathy Pain,2010,1,234
Unilateral Mastectomy|Upper Limb Amputation Below Elbow|Upper Limb Amputation Above Elbow|Lower Limb Amputation Below Knee|Lower Limb Amputation Above Knee,2018,1,279
Unilateral Primary Osteoarthritis of Knee|Primary Osteoarthritis of Knee Nos,2008,1,226
Unresectable Pancreatic Cancer,2017,1,332
Unsedated Colonoscopy|Water Exchange Colonoscopy|Cap|Colonoscopy Pain,2018,1,279
Unstable Angina|Acute Myocardial Infarction|Congestive Heart Failure,2009,1,251
Unstable Angina|Coronary Atherosclerosis|Coronary Restenosis,2005,1,136
Unstable Angina|Non-ST-Elevation Myocardial Infarction,2005,1,136
Upper Back Pain,2012,1,300
Upper Extremity Arterial Surgery,2014,1,328
Upper Extremity Pain,2016,1,316
Upper-extremity Surgery|Post-operative Pain,2008,1,226
Ureteral Calculi,2006,1,194
Ureteral Calculi,2015,1,318
Ureteral Obstruction|Flank Pain,2017,1,332
"Urinary Bladder, Overactive|Pain|Lower Urinary Tract Symptoms",2015,1,318
Urinary Catheter-Related Discomfort,2018,1,279
Urinary Frequency/Urgency|Bladder Irritable|Bladder Pain Syndrome,2017,1,332
"Urinary Lithiasis|Kidney Diseases|Kidney Stone|Pain, Postoperative",2017,1,332
Urinary Tract Diseases,2016,1,316
Urinary Tract Infection,2011,1,283
Urinary Tract Infection|Kidney Diseases|Ureteral Diseases|Ureteral Obstruction,2005,1,136
Urogynecologic Surgery,2013,1,284
Urologic Diseases,2016,1,316
Urologic Diseases,2018,1,279
Urologic Surgical Procedure,2008,1,226
Usage of Prescription Opioids,2012,1,300
Uterine Evacuation,2014,1,328
Uterine Fibroids|Abnormal Uterine Bleeding|Pelvic Pain|Adenomyosis,2013,1,284
Uterine Fibroids|Polyps,2009,1,251
Uterine Fibroids|Polyps,2010,1,234
Vaginal Surgery,2011,1,283
Vaginismus,2010,1,234
Varicose Veins,2009,1,251
Varicose Veins,2015,1,318
Vasti Medialis|Patellofemoral Pain Syndrome,2009,1,251
Venipuncture,2015,1,318
Venous Insufficiency of Leg|Venous Reflux|Varicose Veins|Lower Extremity Edema Chronic,2016,1,316
Venous Leg Ulcers,2013,1,284
Venous Stasis Ulcers,2009,1,251
Venous Stasis Ulcers,2018,1,279
Ventral Hernia,2012,1,300
Ventral Hernia,2017,1,332
"Ventral Hernia|Umbilical Hernia|Incisional Hernia|Postoperative Complications|Pain, Postoperative",2012,1,300
Vertebral Body Compression Fractures,2006,1,194
Vertebral Metastasis,2012,1,300
Vessel Puncture Site Pain,2013,1,284
Vestibular Disorder|Headache|Traumatic Brain Injury,2017,1,332
"Video Assisted Thoracoscopic Surgery|Pain, Postoperative|Pain, Acute",2017,1,332
Virtual Reality Pain Distraction,2013,1,284
Virtual Reality Therapy,2013,1,284
Visceral Pain|Pancreatitis|Pelvic Pain,2015,1,318
Voiding Disorders|Overactive Bladder|Urinary Incontinence,2018,1,279
Vulvar and Vaginal Atrophy,2017,1,332
"Vulvar Diseases|Anesthesia|Anesthesia, Local",2018,1,279
Vulvar Pain Symptoms|Vulvodynia (Chronic Vulvar Pain),2007,1,200
Vulvodynia,2008,2,226
Vulvodynia,2012,1,300
Vulvodynia|Dyspareunia|Breast Cancer|Menopause,2011,1,283
Vulvodynia|Vestibulodynia,2011,1,283
Vulvodynia|Vulvar Vestibulitis,2009,1,251
Vulvodynia|Vulvar Vestibulitis|Dyspareunia|Pain,2015,1,318
Vulvodynia|Vulvar Vestibulitis|Pain|Dyspareunia|Female Sexual Dysfunction Due to Physical Condition,2012,1,300
"Vulvodynia|Vulvodynia, Generalized|Vulvar Vestibulitis",2018,1,279
"Vulvodynia|Vulvodynia, Generalized|Vulvar Vestibulitis|Vulvar Pain",2018,1,279
Vulvovaginal Atrophy|Menopause|Dyspareunia|Painful Intercourse,2014,1,328
